age,0.0,1.0
p1,0,2
p2,0,6
p3,0,7
p4,1,6
p5,1,4
p6,4,0
p7,5,0
p8,5,0
p9,5,0
p10,6,0
p11,3,0
p12,3,0
p13,2,0
p14,1,0
p15,1,0
p16,1,0
